00.000,00.000,1
01.000,00.000,1
02.000,00.000,1
03.000,00.000,1
04.000,00.000,1
05.000,00.000,0
06.000,00.000,0
07.000,00.000,0
08.000,00.000,0
09.000,00.000,0
10.000,00.000,0
11.000,00.000,0
12.000,00.000,0
13.000,00.000,0
14.000,00.000,0
15.000,00.000,0
16.000,00.000,0
17.000,00.000,0
18.000,00.000,0
19.000,00.000,0
00.000,01.000,1
01.000,01.000,1
02.000,01.000,1
03.000,01.000,1
04.000,01.000,0
05.000,01.000,0
06.000,01.000,0
07.000,01.000,0
08.000,01.000,0
09.000,01.000,0
10.000,01.000,0
11.000,01.000,0
12.000,01.000,0
13.000,01.000,0
14.000,01.000,0
15.000,01.000,0
16.000,01.000,0
17.000,01.000,0
18.000,01.000,0
19.000,01.000,0
00.000,02.000,1
01.000,02.000,1
02.000,02.000,1
03.000,02.000,0
04.000,02.000,0
05.000,02.000,0
06.000,02.000,0
07.000,02.000,0
08.000,02.000,0
09.000,02.000,0
10.000,02.000,0
11.000,02.000,0
12.000,02.000,0
13.000,02.000,0
14.000,02.000,0
15.000,02.000,0
16.000,02.000,0
17.000,02.000,0
18.000,02.000,0
19.000,02.000,0
00.000,03.000,1
01.000,03.000,1
02.000,03.000,0
03.000,03.000,0
04.000,03.000,0
05.000,03.000,0
06.000,03.000,0
07.000,03.000,0
08.000,03.000,0
09.000,03.000,0
10.000,03.000,0
11.000,03.000,0
12.000,03.000,0
13.000,03.000,0
14.000,03.000,0
15.000,03.000,0
16.000,03.000,0
17.000,03.000,0
18.000,03.000,0
19.000,03.000,0
00.000,04.000,1
01.000,04.000,0
02.000,04.000,0
03.000,04.000,0
04.000,04.000,0
05.000,04.000,0
06.000,04.000,0
07.000,04.000,0
08.000,04.000,0
09.000,04.000,0
10.000,04.000,0
11.000,04.000,0
12.000,04.000,0
13.000,04.000,0
14.000,04.000,0
15.000,04.000,0
16.000,04.000,0
17.000,04.000,0
18.000,04.000,0
19.000,04.000,0
00.000,05.000,0
01.000,05.000,0
02.000,05.000,0
03.000,05.000,0
04.000,05.000,0
05.000,05.000,0
06.000,05.000,0
07.000,05.000,0
08.000,05.000,0
09.000,05.000,0
10.000,05.000,0
11.000,05.000,0
12.000,05.000,0
13.000,05.000,0
14.000,05.000,0
15.000,05.000,0
16.000,05.000,0
17.000,05.000,0
18.000,05.000,0
19.000,05.000,0
00.000,06.000,0
01.000,06.000,0
02.000,06.000,0
03.000,06.000,0
04.000,06.000,0
05.000,06.000,0
06.000,06.000,0
07.000,06.000,0
08.000,06.000,0
09.000,06.000,0
10.000,06.000,0
11.000,06.000,0
12.000,06.000,0
13.000,06.000,0
14.000,06.000,0
15.000,06.000,0
16.000,06.000,0
17.000,06.000,0
18.000,06.000,0
19.000,06.000,0
00.000,07.000,0
01.000,07.000,0
02.000,07.000,0
03.000,07.000,0
04.000,07.000,0
05.000,07.000,0
06.000,07.000,0
07.000,07.000,0
08.000,07.000,0
09.000,07.000,0
10.000,07.000,0
11.000,07.000,0
12.000,07.000,0
13.000,07.000,0
14.000,07.000,0
15.000,07.000,0
16.000,07.000,0
17.000,07.000,0
18.000,07.000,0
19.000,07.000,0
00.000,08.000,0
01.000,08.000,0
02.000,08.000,0
03.000,08.000,0
04.000,08.000,0
05.000,08.000,0
06.000,08.000,0
07.000,08.000,0
08.000,08.000,0
09.000,08.000,0
10.000,08.000,0
11.000,08.000,0
12.000,08.000,0
13.000,08.000,0
14.000,08.000,0
15.000,08.000,0
16.000,08.000,0
17.000,08.000,0
18.000,08.000,0
19.000,08.000,0
00.000,09.000,0
01.000,09.000,0
02.000,09.000,0
03.000,09.000,0
04.000,09.000,0
05.000,09.000,0
06.000,09.000,0
07.000,09.000,0
08.000,09.000,0
09.000,09.000,0
10.000,09.000,0
11.000,09.000,0
12.000,09.000,0
13.000,09.000,0
14.000,09.000,0
15.000,09.000,0
16.000,09.000,0
17.000,09.000,0
18.000,09.000,0
19.000,09.000,0
